name,sku,description,category,observations,price,stock
"Limpador Multiuso Espuma Milagrosa Extermina Limo Cif 500 ml","8012680537","Marca: Cif. Categoria: Limpeza. Tipo: Limpadores. Embalagem: 500ml. O limpador multiuso Cif com espuma milagrosa é ideal para a limpeza de diversas superfícies, como pias, bancadas e eletrodomésticos. Com sua fórmula eficaz, ele ajuda a eliminar sujeiras e limo, proporcionando um ambiente mais limpo e agradável. Disponível na Dona Antônia, em Cuiabá e Várzea Grande, é uma opção prática para o dia a dia.","Para Casa","EAN/GTIN: 7891150104129",22.90,2
"Limpador Multiuso Eucalipto Coala 120 ml","7897744502432-COPIA-10837","Marca: Coala. Categoria: Limpeza. Tipo: Limpadores. Embalagem: 120ml. O limpador perfumado Coala com fragrância de eucalipto é ideal para deixar sua casa limpa e perfumada. Com sua fórmula concentrada, proporciona frescor e bem-estar em diversos ambientes. Perfeito para uso em Cuiabá e Várzea Grande, é uma escolha prática para quem busca eficiência na limpeza do dia a dia.","Para Casa","EAN/GTIN: 7897744502135",13.90,2
"Limpador Multiuso Limpeza Milagrosa Original Cif 250 ml","373765D-COPIA-34332","Marca: Cif. Categoria: Limpeza. Tipo: Limpadores. Embalagem: 250 ml. O limpador Cif Cremoso Limpeza Milagrosa é ideal para a limpeza de diversas superfícies, como eletrodomésticos, pias e pisos. Com sua fórmula concentrada, ele remove 100% da sujeira difícil sem riscar. Disponível na Dona Antônia, é uma opção prática e versátil para quem busca eficiência na limpeza em Cuiabá e Várzea Grande.","Para Casa","EAN/GTIN: 7891150090804",9.50,3
"Limpador Multiuso Perfumado Cereja e Avelã Coala 120 ml","7897744502432-COPIA-23205","Marca: Coala. Categoria: Limpeza. Tipo: Limpadores. Embalagem: 120ml. O limpador perfumado Coala concentrado com fragrância de cereja e avelã é ideal para a limpeza e aromatização de ambientes. Com sua fórmula concentrada, proporciona uma sensação de frescor e bem-estar em sua casa. A Dona Antônia oferece este produto em Cuiabá e Várzea Grande, facilitando a sua rotina de limpeza.","Para Casa","EAN/GTIN: 7897744503828",13.90,3
"Limpador Multiuso Protetor de Ralo PVC Redondo Multiuso Unidade","P0270","Categoria: Casa e Utilidades. Tipo: Utilidades Domésticas. Embalagem: Unidade. Limpador Multiuso Protetor de Ralo PVC Redondo Multiuso Unidade UTENSÍLIOS E UTILIDADES CASA UTILIDADE DOMÉSTICA Unidade Para Casa Casa e Utilidades Utilidades Domésticas","Para Casa","EAN/GTIN: 7898930467832",6.80,3
"Limpador Multiuso Serras Brasileiras Veja 2 L","259044S","Marca: Veja. Categoria: Limpeza. Tipo: Limpadores. Embalagem: 2L. O limpador perfumado Veja Serras Brasileiras é ideal para a limpeza de superfícies diversas, proporcionando um aroma agradável ao ambiente. Disponível em Cuiabá e Várzea Grande, é uma opção prática e confiável para o dia a dia. Mantenha seu lar limpo e perfumado com este produto que facilita a rotina de limpeza.","Para Casa","EAN/GTIN: 7891035228285",18.90,5
"Limpador Multiuso Veja 500 ml","P0323","Marca: Veja. Categoria: Limpeza. Tipo: Limpadores. Embalagem: 500ml. O Limpador Multiuso Veja é ideal para a limpeza de diversas superfícies domésticas. Com sua fórmula eficaz, ele remove sujeiras como gordura, poeira e marcas de dedos. Disponível em Cuiabá e Várzea Grande, é uma opção prática para manter sua casa sempre limpa e organizada.","Para Casa","EAN/GTIN: 7891035800214",5.99,3
"Limpador Perfumado Algodão Concentrado 120 ml","7897744503842","Categoria: Limpeza. Tipo: Limpadores. Embalagem: 120ml. O Limpa Ambientes Algodão Concentrado 120ml da Zulu é um limpador perfumado ideal para uso geral em superfícies laváveis. Sua fórmula concentrada permite diluição econômica, proporcionando limpeza eficaz e fragrância suave de algodão. A embalagem de 120ml é prática para uso doméstico.","Para Casa","EAN/GTIN: 7897744503842",12.89,6
"Limpador Perfumado Ametista Lavanda Veja 100 ml","7896222721303","Marca: Veja. Categoria: Limpeza. Tipo: Limpadores. Embalagem: 100 ml. O limpador perfumado Veja Ametista com fragrância de lavanda é ideal para a limpeza de superfícies laváveis. Com sua fórmula concentrada, proporciona um perfume duradouro e brilho intenso. Disponível em Cuiabá e Várzea Grande, é uma escolha prática para manter sua casa sempre limpa e perfumada.","Para Casa","EAN/GTIN: 7896222721303",14.90,2
"Limpador Perfumado de Ambientes Concentrado Bambu Coala 120 ml","7897744502432","Marca: Coala. Categoria: Limpeza. Tipo: Limpadores. Embalagem: 120ml. O LIMPADOR PERFUMADO DE AMBIENTES COALA CONCENTRADO Bambu 120ml é um produto de limpeza concentrado que proporciona uma sensação prolongada de limpeza e bem-estar. Sua fragrância de bambu é agradável e duradoura, ideal para uso em diversos ambientes. Para utilizá-lo, dilua 8 gotas do produto em 1 litro de água e aplique com um pano úmido sobre as superfícies desejadas.","Para Casa","EAN/GTIN: 7897744502432",13.90,2
"Limpador Perfumado Gotas de Perfume Citrino Alecrim Veja 100 ml","7896222721259","Categoria: Limpeza. Tipo: Limpadores. Embalagem: 100 ml. O limpador perfumado Veja Gotas de Perfume Citrino Alecrim é ideal para a limpeza de superfícies laváveis, como pisos e azulejos. Com uma fragrância duradoura e brilho intenso, ele pode ser utilizado puro para um perfume intenso ou diluído para uma limpeza geral. Disponível em Cuiabá e Várzea Grande, é uma opção prática e confiável para o seu dia a dia.","Para Casa","EAN/GTIN: 7896222721259",14.90,4
"Limpador Perfumado Gotas Perfumadas com Óleos Essenciais Eucalipto Glade 120 ml","7894650015674","Marca: Glade. Categoria: Limpeza. Tipo: Limpadores. Embalagem: Frasco de 120ml. O limpador perfumado concentrado Glade com eucalipto é uma ótima opção para quem busca frescor e limpeza em casa. Com gotas perfumadas que contêm óleos essenciais, ele pode ser utilizado diluído em água ou aplicado puro em pequenos espaços. Ideal para quem vive em Cuiabá e Várzea Grande, proporciona um ambiente agradável e perfumado.","Para Casa","EAN/GTIN: 7894650015674",12.80,5
"Limpador Perfumado Passione Casa 500 ml","casaperfume.passione.500","Marca: Casa. Categoria: Limpeza. Tipo: Limpadores. Embalagem: 500ml. O limpador Casa & Perfume Passione é ideal para quem busca uma limpeza eficiente e agradável. Com sua fragrância sofisticada, ele proporciona ambientes mais acolhedores e confortáveis. Disponível em Cuiabá e Várzea Grande, é uma escolha prática para o dia a dia, garantindo uma limpeza profunda em diversas superfícies.","Para Casa","EAN/GTIN: 7896040706155",5.99,2
"Limpador Perfumado Sensualidade Casa & Perfume 500 ml","7896040704618","Marca: Casa & Perfume. Categoria: Limpeza. Tipo: Limpadores. Embalagem: 500ml. O limpador perfumado Casa & Perfume Sensualidade é ideal para a limpeza de diversas superfícies, como pisos, azulejos e móveis. Com sua fragrância floral, proporciona um ambiente perfumado e agradável. Disponível na Dona Antônia, em Cuiabá e Várzea Grande, é uma opção prática para o dia a dia.","Para Casa","EAN/GTIN: 7896040704618",5.99,10
"Linea Açúcar Geleia de Blueberry (sem Adicao de ) 230g","P-TIF6","Marca: Linea. Categoria: Mercearia. Tipo: Geleias e Acompanhamentos. Embalagem: 230g. Linea Açúcar Geleia de Blueberry (sem Adicao de ) 230g Linea CAFÉ DA MANHÃ ACOMPANHAMENTOS 230g Para Casa Mercearia Geleias e Acompanhamentos","Para Casa","EAN/GTIN: 7896001215160",22.90,2
"Linea Açúcar Geleia de Framboesa (sem Adicao de ) 230g","P-Q5X8","Marca: Linea. Categoria: Mercearia. Tipo: Geleias e Acompanhamentos. Embalagem: 230g. Linea Açúcar Geleia de Framboesa (sem Adicao de ) 230g Linea CAFÉ DA MANHÃ ACOMPANHAMENTOS 230g Para Casa Mercearia Geleias e Acompanhamentos","Para Casa","EAN/GTIN: 7896001210196",22.90,2
"Linha Azul-marinho Magna 1 un","P0214","Marca: Magna. Categoria: Casa e Utilidades. Tipo: Costura. Embalagem: Unidade. Linha Azul-marinho Magna 1 un Magna UTENSÍLIOS E UTILIDADES COSTURA ACESSÓRIOS DE COSTURA Unidade Para Casa Casa e Utilidades Costura","Para Casa","EAN/GTIN: 7891020271845",1.50,8
"Linha Branca Magna 1 un","P0215","Marca: Magna. Categoria: Casa e Utilidades. Tipo: Costura. Embalagem: Unidade. Linha Branca Magna 1 un Magna UTENSÍLIOS E UTILIDADES COSTURA ACESSÓRIOS DE COSTURA Unidade Para Casa Casa e Utilidades Costura","Para Casa","EAN/GTIN: 7891020270800",1.50,8
"Linha de Costura Amarela Magna","P0213","Marca: Magna. Categoria: Casa e Utilidades. Tipo: Costura. Embalagem: Unidade. Linha de Costura Amarela Magna Magna UTENSÍLIOS E UTILIDADES COSTURA ACESSÓRIOS DE COSTURA Unidade Para Casa Casa e Utilidades Costura","Para Casa","EAN/GTIN: 7891020271203",1.50,10
"Linha Magna Cinza 1 un","P0216","Marca: Magna. Categoria: Casa e Utilidades. Tipo: Costura. Embalagem: Unidade. Linha Magna Cinza 1 un Magna UTENSÍLIOS E UTILIDADES COSTURA ACESSÓRIOS DE COSTURA Unidade Para Casa Casa e Utilidades Costura","Para Casa","EAN/GTIN: 7891020272316",1.48,10
"Linha Magna Preta Unidade","P0217","Marca: Magna. Categoria: Casa e Utilidades. Tipo: Costura. Embalagem: Unidade. Linha Magna Preta Unidade Magna UTENSÍLIOS E UTILIDADES COSTURA ACESSÓRIOS DE COSTURA Unidade Para Casa Casa e Utilidades Costura","Para Casa","EAN/GTIN: 7891020957497",1.50,6
"Linha Magna Verde Unidade","P0218","Marca: Magna. Categoria: Casa e Utilidades. Tipo: Costura. Embalagem: Unidade. Linha Magna Verde Unidade Magna UTENSÍLIOS E UTILIDADES COSTURA ACESSÓRIOS DE COSTURA Unidade Para Casa Casa e Utilidades Costura","Para Casa","EAN/GTIN: 7891020271937",1.50,10
"Lip Oil Gloss Labial Néctar do Paraíso Max Love 5 ml","P-O6CY","Marca: Max Love. Categoria: Beleza e Cuidados. Tipo: Lábios. Embalagem: 5ml. Lip Oil Gloss Labial Néctar do Paraíso Max Love 5 ml Max Love BELEZA BOCA LIP OIL E GLOSS 5ml Para Você Beleza e Cuidados Lábios","Para Você","EAN/GTIN: 7908240522524",15.90,1
"Lip Oil Melu Nectar do Paraíso Dapop 1 un","09762162","Marca: Dapop. Categoria: Beleza e Cuidados. Tipo: Lábios. Embalagem: Unidade. Lip Oil Melu Nectar do Paraíso Dapop 1 un Dapop BELEZA BOCA LIP OIL E GLOSS Unidade Para Você Beleza e Cuidados Lábios","Para Você","EAN/GTIN: 7899575904096",22.90,2
"Lip Oil Melu Nectar do Paraíso NIVEA 5,5 ml","P-VXR8","Marca: NIVEA. Categoria: Beleza e Cuidados. Tipo: Lábios. Embalagem: 5.5ml. O NIVEA Melu Lip Oil Nectar do Paraíso é um gloss labial que proporciona hidratação e brilho aos lábios. Ideal para o dia a dia, ele pode ser utilizado sozinho ou sobre o batom, trazendo um toque especial à sua maquiagem. Disponível na Dona Antônia, em Cuiabá e Várzea Grande, é uma ótima opção para quem busca praticidade e beleza.","Para Você","EAN/GTIN: 4006000120003",24.90,1
"Lip Oil Néctar do Paraíso Made In 6 ml","204873055","Marca: Made In. Categoria: Beleza e Cuidados. Tipo: Lábios. Embalagem: 6ml. O Lip Oil Néctar do Paraíso da Melu proporciona hidratação intensa e brilho radiante aos lábios, com uma fórmula leve e confortável.","Para Você","EAN/GTIN: 204873055",14.90,2
"Livro de Colorir Carregue-Me Dinossauros Unidade","P389","Categoria: Casa e Utilidades. Tipo: Papelaria. Embalagem: Unidade. Livro de Colorir Carregue-Me Dinossauros Unidade UTENSÍLIOS E UTILIDADES PAPELARIA LIVRO DE COLORIR Unidade Para Casa Casa e Utilidades Papelaria","Para Casa","EAN/GTIN: 9788538093459",4.90,1
"Livro de Colorir Carregue-Me Unicórnio 1 un","P391","Categoria: Casa e Utilidades. Tipo: Papelaria. Embalagem: Unidade. Livro de Colorir Carregue-Me Unicórnio 1 un UTENSÍLIOS E UTILIDADES PAPELARIA LIVRO DE COLORIR Unidade Para Casa Casa e Utilidades Papelaria","Para Casa","EAN/GTIN: 9788538093442",4.90,1
"Livro de Colorir Carregue-Me: Histórias da Bíblia 1 un","P390","Categoria: Casa e Utilidades. Tipo: Papelaria. Embalagem: Unidade. Livro de Colorir Carregue-Me: Histórias da Bíblia 1 un UTENSÍLIOS E UTILIDADES PAPELARIA LIVRO DE COLORIR Unidade Para Casa Casa e Utilidades Papelaria","Para Casa","EAN/GTIN: 9788538093480",4.90,1
"Lixa de Unha 1 un","P548","Categoria: Beleza e Cuidados. Tipo: Unhas. Embalagem: Unidade. Lixa de Unha 1 un BELEZA MANICURE ACESSÓRIO DE MANICURE Unidade Para Você Beleza e Cuidados Unhas","Para Você","EAN/GTIN: 7908629709188",2.90,20
"Lixa de Unha Mini 1 un","P537","Categoria: Beleza e Cuidados. Tipo: Unhas. Embalagem: Unidade. Lixa de Unha Mini 1 un BELEZA MANICURE ACESSÓRIO DE MANICURE Unidade Para Você Beleza e Cuidados Unhas","Para Você","EAN/GTIN: 7897214700733",0.35,1
"Lixa Enox P.unha Pop 6x1 06pc X Unidade","P0225","Marca: Enox. Categoria: Beleza e Cuidados. Tipo: Unhas. Embalagem: Unidade. Lixa Enox P.unha Pop 6x1 06pc X Unidade Enox BELEZA MANICURE ACESSÓRIO DE MANICURE Unidade Para Você Beleza e Cuidados Unhas","Para Você","EAN/GTIN: 7897517903626",3.90,6
"Lixa para Pés de EVA 1 un","P360","Categoria: Beleza e Cuidados. Tipo: Unhas. Embalagem: Unidade. A lixa de pé de EVA é ideal para a remoção de células mortas, fissuras e rachaduras, proporcionando pés macios e saudáveis. Disponível na Dona Antônia, em Cuiabá e Várzea Grande, é um acessório essencial para quem busca cuidar da beleza dos pés. Experimente e sinta a diferença na sua rotina de cuidados pessoais.","Para Você","EAN/GTIN: 7896818236648",8.90,1
"Liza Molho para Salada Kinino Molho Salada Caseiro 234ml","P-JI4L","Marca: Liza. Categoria: Mercearia. Tipo: Molhos e Condimentos. Embalagem: 234ml. Liza Molho para Salada Kinino Molho Salada Caseiro 234ml Liza MOLHOS E CONDIMENTOS MOLHOS ESPECIAIS MOLHO PARA SALADA 234ml Para Casa Mercearia Molhos e Condimentos","Para Casa","EAN/GTIN: 7897005102944",8.90,3
"Loção Corporal Love Intense Skala 400 ml","255979A","Marca: Skala. Categoria: Beleza e Cuidados. Tipo: Cuidados Corporais. Embalagem: 400ml. Loção Corporal Love Intense Skala 400 ml Skala BELEZA CORPO HIDRATANTE CORPORAL 400ml Para Você Beleza e Cuidados Cuidados Corporais cabelo seco cabelo ressecado ressecamento hidratar cabelo maciez","Para Você","EAN/GTIN: 7897042015924",9.50,1
"Loção Hidratante Camomila Skala 400 ml","skala.camomila.400","Marca: Skala. Categoria: Beleza e Cuidados. Tipo: Cuidados Corporais. Embalagem: 400ml. A loção hidratante Skala com extrato de camomila é ideal para hidratar e suavizar a pele do corpo. Com sua fórmula leve, proporciona uma sensação de frescor e bem-estar. Disponível na Dona Antônia, em Cuiabá e Várzea Grande, é uma ótima opção para o cuidado diário da sua pele.","Para Você","EAN/GTIN: 7897042015986",9.50,2
"Loção Hidratante Corporal Frescor Natural Skala 400 ml","531161P","Marca: Skala. Categoria: Beleza e Cuidados. Tipo: Cuidados Corporais. Embalagem: 400ml. Loção Hidratante Corporal Frescor Natural Skala 400 ml Skala BELEZA CORPO HIDRATANTE CORPORAL 400ml Para Você Beleza e Cuidados Cuidados Corporais cabelo seco cabelo ressecado ressecamento hidratar cabelo maciez","Para Você","EAN/GTIN: 7897042015863",9.50,3
"Loção hidratante corporal Hidratação Intensiva pele normal a seca Monange 200 ml","P-7ZX2","Marca: Monange. Categoria: Beleza e Cuidados. Tipo: Cuidados Corporais. Embalagem: 200ml. Loção hidratante corporal Hidratação Intensiva pele normal a seca Monange 200 ml Monange DESODORANTE AEROSOL DESODORANTE AEROSSOL 200ml Para Você Beleza e Cuidados Cuidados Corporais","Para Você","EAN/GTIN: 7896235354192",9.90,2
"Loção Hidratante Corporal Lavanda Skala 400 ml","P0226","Marca: Skala. Categoria: Beleza e Cuidados. Tipo: Cuidados Corporais. Embalagem: 400ml. Loção Hidratante Corporal Lavanda Skala 400 ml Skala BELEZA CABELO MÁSCARA CAPILAR 400ml Para Você Beleza e Cuidados Cuidados Corporais cabelo seco cabelo ressecado ressecamento hidratar cabelo maciez","Para Você","EAN/GTIN: 7897042015894",9.50,2
"Loção Hidratante Corporal Manteiga de Karité Skala 400 ml","190818X","Marca: Skala. Categoria: Beleza e Cuidados. Tipo: Cuidados Corporais. Embalagem: 400ml. Loção Hidratante Corporal Manteiga de Karité Skala 400 ml Skala BELEZA CORPO HIDRATANTE CORPORAL 400ml Para Você Beleza e Cuidados Cuidados Corporais cabelo seco cabelo ressecado ressecamento hidratar cabelo maciez","Para Você","EAN/GTIN: 7897042015849",9.50,3
"Lola Cosmetics Leo Pré e Ps Sol Pinga na Máscara 50ml","17621838","Marca: Lola Cosmetics. Categoria: Cabelos. Tipo: Tratamentos Capilares. Embalagem: 50ml. Lola Cosmetics Leo Pré e Ps Sol Pinga na Máscara 50ml Lola Cosmetics BELEZA CABELO MÁSCARA CAPILAR 50ml Para Você Cabelos Tratamentos Capilares","Para Você","EAN/GTIN: 7899572810185",18.90,1
"Lola Cosmetics Plot Twist Buriti Pudding 480 g","P-A698","Marca: Lola Cosmetics. Categoria: Cabelos. Tipo: Tratamentos Capilares. Embalagem: 480g. Lola Cosmetics Plot Twist Buriti Pudding 480 g Lola Cosmetics BELEZA CABELO TRATAMENTO CAPILAR 480g Para Você Cabelos Tratamentos Capilares","Para Você","EAN/GTIN: 7899572815074",31.90,1
"Lola Cosmetics Plot Twist Nut Butter Cream 480 g","P-07YV","Marca: Lola Cosmetics. Categoria: Cabelos. Tipo: Tratamentos Capilares. Embalagem: 480g. Lola Cosmetics Plot Twist Nut Butter Cream 480 g Lola Cosmetics BELEZA CABELO TRATAMENTO CAPILAR 480g Para Você Cabelos Tratamentos Capilares","Para Você","EAN/GTIN: 7899572813971",31.90,1
"Louro em Folhas Diodoro 5 g","diodoro.louro.01","Marca: Diodoro. Categoria: Mercearia. Tipo: Temperos. Embalagem: 5g. O tempero de folha de louro da Diodoro é uma opção prática e saborosa para realçar o gosto dos seus pratos. Ideal para ser utilizado em caldos, sopas e carnes, ele traz um toque especial às suas receitas. Disponível em Cuiabá e Várzea Grande, é uma escolha confiável para quem busca qualidade em temperos.","Para Casa","EAN/GTIN: 7898568540259",2.69,10
"Luma Lenço Umedecido Babey 120 lenços","68349526","Marca: Luma. Categoria: Bebê. Tipo: Higiene do Bebê. Embalagem: 120 lenços. Luma Lenço Umedecido Babey 120 lenços Luma BEBÊ HIGIENE LENÇO UMEDECIDO 120 lenços Para Você Bebê Higiene do Bebê","Para Você","EAN/GTIN: 7898974215017",8.90,5
"Macarrão Cabelo de Anjo com Ovos Dalla 500 g","7896423702705","Categoria: Mercearia. Tipo: Massas. Embalagem: 500g. O Cabelo de Anjo com Ovos da Dalla é uma massa fina e delicada, ideal para sopas e caldos. Composta por sêmola de trigo enriquecida com ferro e ácido fólico, ovos e corantes naturais de urucum e cúrcuma, oferece sabor suave e textura macia. Embalada em pacote plástico transparente de 500g, contém glúten e ovos, sendo imprópria para celíacos e alérgicos a ovos.","Para Casa","EAN/GTIN: 7896423702705",7.29,1
"Macarrão Cannelloni Riscossa 250 g","6289550975","Marca: Riscossa. Categoria: Mercearia. Tipo: Massas. Embalagem: 250g. Macarrão Cannelloni Riscossa 250 g Riscossa MACARRÃO E MOLHOS MACARRÃO MASSA SECA 250g Para Casa Mercearia Massas","Para Casa","EAN/GTIN: 8011780048634",12.90,3
